Id,EssayText,Score1,Score2
24520,"The authors tone is a big attention grabber at the beginning. As the story goes on, the details increase and get deeper.",0,0
23150,"The author organizes the article by putting the most important things first, and then putting other less important things last. That is a good way of capturing the reader's attention, and getting the most important imformation in without making it boring.",0,0
23049,"The author organizes his article by putting useful information about whats going on in space or what has already happened. The author grabs your attention by giving what was said in his/hers class room, then they go on to tell you important information, for example of an important thing the author said is 'In 1957, the Soviet Union launched the first artificial satellite'. These things they've mentioned are important already.",0,0
24469,He organizes his article with the most important facts to the least important. By explaining why things are more important then others.,0,0
23257,The author organizes the article by fact and opinion.,0,0
24168,space travel from 1957 union launched the first space satellite to go to the moon.,0,0
23355,The author organizes the article  by telling u what something is and tells u how it got there.,0,0
23599,from year to year that people went into space,0,0
24435,Space Junk is basiclly like littering. Satelites are trying to connect to these problems by reducing so much space junk. Even the military and NASA were trying to find out the whole situation. The aurthor trying to tell the reader that space junk could lead to many problems to the universe. The only way they can do that is to reduce many space junk to decrease less astroids taking over the universe.,0,0
23626,The author organize it in a detailed and orderly fasion.,0,0
24111,He organizes it by detail.,0,0
23186,The author starts out exciting then goes into information on satellites.,0,0
23735,He star the question first then he move to another step.,0,0
23246,He gose in order one what he knows. Instead of skiping around.,0,0
23754,The author organizes the article in cornilogical order,0,0
24337,"The author organizes this article in a smart, and strategic way. At the beginning he catches the reader's eye by making an exctining sentence, and it goes like this; 'Grab your telescope! Look up in the sky! It's a comet! It's a...' and so forth. That is exciting on my part, and made me want to read this.      After the exctining part, the author got serious about his article, and started to state the dangers about 'Space Junk'.",0,0
24671,"The author breaks up the artical into three different parts. He does that so that you can understand what the artical is talking about. If he mixed it all into one many people would be very confused. So he simplifies it so that the already hard topic he is bringing forward, is much easier to understand by the people reading the aritical.",1,1
24639,"The author organizes the article by the importance of the text.For one the first paragraph (What is space Junk?)is a pretty serious matter.Then after that text is still important but the way the article is set up,is like the paragraphs are organized based on the importance of the information in them.",1,1
23684,The author organizes the article into different sections to emphasize specific details about a topic and give detailed information about individual topics.,1,1
24640,The author orginizes the article by titles so that the reader could look for specifice information on the subject of there choice.,1,1
24532,"The organize them in a way that grabs the authors attention each time about each subjest of space junk.It is in order by the least dangerous to the most dangerous thing just by the last title Little Bits, But a Big Deal.",1,1
23914,In sections titled with question,1,1
23721,The author organized this article by first grabbing the readers attention. Then he breifly explained the meaning of the article by telling the readers what 'space junk' is. He then went on to explain how space junk is a problem.,1,1
24561,"The author organizes the article with a title, an introduction, and then subtitled sections.",1,1
24157,"The author organized this article in a very neat way, by dividing the categories up into iindividual sections. It is very easy to read. It's rather refreshing.",1,1
23642,The author organizes the article into section exlaining the harm of space debris.,1,1
23171,"In the article he tells us how leaving junk in space is a threat to us. By leaving so much of it in space, it makes it difficult to go to the moon for example. For we leave too much clutter in space, it can also be a threat to us from how fast it is going around the earth. how it can damage spacecraft, satalites, or other stuff that goes into space. By telling us this information, scientist can someday find a way to get rid of spacejunk. so that we can see what space is like to us. The author organized it by telling us the history, threat, and a way to go into space without junk in the way.",1,1
23401,The author organizes the article by using a main title at the top and other titles throughout the article. Each piece of writing within the titles are organized through paragraphs and complete thoughts.,1,1
23742,Having four sections in the article all talking about interesting facts from past experiences or problems with atmospheric conditions helps the reader stay interested.,1,1
