Id,EssayText,Score1,Score2
8077,"The word invasive is very important to the article and also explains alot about the way the animals act in the area. Without any natural predators the pythons living in the everglades have nothing to kill them to keep their population down. This makes them ""invasive"" because they are taking over a once stable environment.",2,1
8080,The significance of the word invasive is that the python and other reptiles are coming to areas where they don't belong. One man might like the reptile but another man sees that it will backfire on soon harm the habitat. It's living in and expand its population causing that habitat its new habitat where it will now live.,1,2
8082,"The word ""invasive"" is very appropriate for almost all of the article arguments in both positive and negative ways. Some argue that pythons are not invasive, while some support with counter-arguments that they are not exclusive when it comes to requirements some species are also very invasive and support that the world it is constantly changing.",0,1
8086,"The significance of the word ""invasive"" to the rest of the article means strange animals, have a place in our society, our homes, with no question. In paragraph 7, ""Invasive species is unfair."" This means that just because their not our everyday animal doesn't mean you can't form a life for them!",0,1
8088,"Invassive as to almost coming right up too. In this article it is used to devicte a species invading and going, were people think it shouldn't be.",1,0
8098,The word invasive is significant because they informs you that these animals are dangerous and shouldn't be kept as pets because they arent used to the area's they are kept. This is why MacInnes says they should say introduced instead because its not as bad.,1,0
8106,Invasive in this article when your refering to species means a cold specie that can be treated as a pet but because of it natural instants can be a threat or dangerous towards you.One particular invasive species that is talked about in this article is the python. A snake that many people keep as pets but is also a wild specie that is poisonous.,1,0
8112,The word invasive is used in this article to show that animals like the Burmese python and the Nile monitor lizard are threats . Although some people may consider them as pets they are extremely dangerous.,0,1
8117,People are calling reptiles and other animals which are brought to a new place invasive. Some people who support these animals consider the term offensive because they believe these animals can be safely kept as pets.,0,1
8118,"The significants of the word invasive in this artical is to show how people view these species of animal as invasive, when really they were thought to be carried to the Everglades by Hurricane Andrew. Also, it is significant because the artical states that people are just passing judgement, because they were simply introduced.",0,1
8121,Invasive they acuse the pythons to be but not really because people are ones bringing them from across the world to the United States.,1,0
8128,Invasive throughout the story means invading the pythons invaded the Everglades. When the Hurricane Andrew destroyed homes pythons jailbreak in 1992 they were invasive.,0,1
8134,"The significance of the word ""invasive"" to the rest of the article people are starting to believe that pythons are ""proliferating"" too quiddy which is causing them to migrate quidder and make throughout the south of the united states.This ""invasive"" causes ""major threats to biodiversity"" (Achenbach 9).",1,2
8153,The word ''invasive'' is significant to the rest of the article because the article describes how dangerous it can be when generalist species invade a place that they are not native to. This is described in the article where the author says that the invasive species unchecked by natural species are major threats to biodiversity.,1,2
8158,"The significance of the word ""invasive"" in this article is important. It is supposed to mean like the animals are coming into human lives either on purpose or accident and it is intrusive. It is a species that is dangerous and deathly but still wanted as pets and in the wild.",1,0
8162,"According to MacInnes, species like python are ""introduced"" rather than ""invasive"", which is the judgment. Although they adapt harmoniously to Florida, there are environmental constins about Florida's native life being destroyed by their introduction/invasion. The word ""invasion"" highlights the controversy about whether or not those species are welcome in Florida.",2,1
8170,"Invasive is seen as an inappropriate term in this article as compared to introduced. ''Invasive species is unfair, they're introduced. Invasive is passing judgement.''",0,1
8176,"In the article, pythons are considered ""invasive reptiles"". It was argued that the term 'invasive species' is unfair"". Rather, some consider the pythons as a great introduction into new environments. However, the pythons can be argued as invasive because they are a big ""threat to biodiversity"". They will eat many animals.",1,2
8177,The word ''invasive'' is important to the article because if you don't know the meaning you won't entirely understand the article for. For example if your reaching the sentence that says ''MacInnes contends that the government overestimates the threat posed by invasive reptiles.'' you won't understand why he thinks the term ''invasive species'' is unfair.,0,1
8178,"The word invasive is important to know. This is because it is seen all through the article. An example is when they say these is a trade in nonnative creastures a factor is a rise of invasive species, so you need to understand this word to understand the purpose of the article and what they are saying.",1,0
8179,"In the article, the term ""invasive"" species refers to a non-native animal that is introduced to a new habitat, like the pythons in Florida. This invasive species, the article says can couse serious damage to the ecosystem. The author uses the word ""invasive"" specifically to create a negative connotation and to further persuade the reader.",1,2
8181,The significance of the word invasive to the rest of the article shows how these animals can be a negative things. The word invasive gives a negative spin on the new animals and creates a tone eat the rest of the article to the suffering information on why they are negative.,1,0
8184,"When the author uses the word invasive in the article they are talking about how these reptiles are behaving.For example they talk a lot about pythons , various snakes that are very invasive.They mention several times how pythons are being found all over Florida especially in the Everglades.",1,0
8186,To me an invasive species is something dangerous like a python for instance is a lot different than a kitten a koalas bear I think they also say invasive species because they're starting to spread.,0,1
8187,"The word ""invasive"" is used many times in the article to describe the reptiles that are being introduced to new environments. This is significat because it shows how reptiles invade other environments and destroy them, through feasting off of the animals native to the environment that aren't used to such a threat.",1,2
8196,"The word invasive to the article means that these reptiles that are not native to south Florida can potientially harm one third of the United States. ""A uses map showed potiential python habitat stretching from California to Delaware"". The guide shows people and other types can be harmful if the python invades the other part of the country.",2,1
8203,The significance of the invasive is describing how the pets come about .The government believes that the invasive animals tool over the new land why MacInnes feels that these new animals were just introduced the the new region the word is used in order to describe the two different view points. One is invasion of the land while the other view part is just introduction is it.,0,2
8205,The word invasive was used as a bad term in this article. Reptiles were being classified using the word invasive and people like Robocy Mccinnes think its being licy  are more introduced.,1,0
8208,"The way the author used invasive in this article was that they said it meant dangerous. I know this because in the article it said ""Nine monitor lizard, A toothy carnivore that can reach sever feet in length and has found a happy home along the canals of cape coral."" That paragraph says they are better where they are than your home.",0,2
8214,"The term invasive is used in this article to describe the generalist species (pythons) which are being introduced. ""...The government overestimates the threat posed by invasive reptiles. ""(achanbash 1) The word ""invasive"" implies that they were introduced and they later populated which to some, seems invasive.",1,2
8215,The significance of invasive is to show how species move out of their environments and are into other environment and have to adapt.,1,0
8230,The significance of the word invasive means dangerous. The article was telling us that many species and reptiles are invasive species.,0,1
8232,"The significance of the word invasive to the rest of the article is that pithons are dangerous species, and McInnes thinks it's unfair. He says ""I think that invasive is passing judgement.",1,0
8236,"The significance of the word ""invasive"" in this story is that some people think it's unfair and they should call it an introduction. It shows different opinions on what people like. Which species they like.",1,0
8237,I think that the word invasive means they're immigrants because they're foreign species that are making eating natives killing off the native species feeding on endangered species.,0,1
8239,"The word ""Invasive"" means that animals who are not so popular are breeding and becoming popular along the cope corals.",1,0
8240,The word invasive in this article speaks of animals that are not native to the U.S.A or other countries. They are brought over and sold as pets by people like RobRoy. Then the pet owners don't want the animal anymore and let it go. Then this animal invades the native habitat of other creature and they have to cope with a new threat.,2,1
8259,"The word ""invasive"" is important in this article, because the article talks of the impact ""invasive"" species have on the enviorment. The article talks about what makes a species invasive, a generalist vs. a specialist, and how invasive species affect & might affect the U.S.",1,2
8268,"The word ""invasive"" to me means like invading, to take over. Lots of people think that these erotic animals from all over the world, would be ""invasive"" and escape there place were they live at and continuing a new life that would endanger people lives also.",1,0
8270,"""Invasive"" species it means like Burmese phython, Nile monitor lizard a toothy carnivore that can reach 7 feet in length and has found a happy home along canals of Cape Coral. Four species of pythons and the green anaconda, it means dangerous animals, so invasive its basically like a judgement.",0,1
8275,"The significance of the word ''invasive'' means 'rare'. For example biologists see the trade in nonnative creatures as a factor in the rising number of invasive species, such as the Burmese python, which is breeding up storm in the Everglades and the Nile monitor lizard, a toothly creature that can reach seven feet in length and has found a happy home along the canal of Cape coral.",0,1
8278,"The word invasive is like invading on one's domain. In this article that word is important there are people who are unhappy with reptiles being moved to America as pets and call them ""invasive"" They believe that the species are intruding on their land and there could be trouble because since they are generalists they can adapt anywhere and become the dominant species.",1,2
